"Notes"	"Occurrence State"	"Occurrence State Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2022"	"2022"	"Oct., 2022"	"2022/10"	"55-64 years"	"55-64"	723	Not Applicable	Not Applicable
	"Alabama"	"01"	"2022"	"2022"	"Oct., 2022"	"2022/10"	"65-74 years"	"65-74"	1145	Not Applicable	Not Applicable
	"Alabama"	"01"	"2022"	"2022"	"Oct., 2022"	"2022/10"	"75-84 years"	"75-84"	1331	Not Applicable	Not Applicable
	"Alabama"	"01"	"2022"	"2022"	"Oct., 2022"	"2022/10"	"85+ years"	"85+"	1121	Not Applicable	Not Applicable
	"Alabama"	"01"	"2022"	"2022"	"Nov., 2022"	"2022/11"	"35-44 years"	"35-44"	177	Not Applicable	Not Applicable
	"Alabama"	"01"	"2022"	"2022"	"Nov., 2022"	"2022/11"	"45-54 years"	"45-54"	331	Not Applicable	Not Applicable
	"Alabama"	"01"	"2022"	"2022"	"Nov., 2022"	"2022/11"	"55-64 years"	"55-64"	671	Not Applicable	Not Applicable
	"Alabama"	"01"	"2022"	"2022"	"Nov., 2022"	"2022/11"	"65-74 years"	"65-74"	1052	Not Applicable	Not Applicable
	"Alabama"	"01"	"2022"	"2022"	"Nov., 2022"	"2022/11"	"75-84 years"	"75-84"	1305	Not Applicable	Not Applicable
	"Alabama"	"01"	"2022"	"2022"	"Nov., 2022"	"2022/11"	"85+ years"	"85+"	1130	Not Applicable	Not Applicable
	"Alabama"	"01"	"2022"	"2022"	"Dec., 2022"	"2022/12"	"35-44 years"	"35-44"	180	Not Applicable	Not Applicable
	"Alabama"	"01"	"2022"	"2022"	"Dec., 2022"	"2022/12"	"45-54 years"	"45-54"	319	Not Applicable	Not Applicable
	"Alabama"	"01"	"2022"	"2022"	"Dec., 2022"	"2022/12"	"55-64 years"	"55-64"	781	Not Applicable	Not Applicable
	"Alabama"	"01"	"2022"	"2022"	"Dec., 2022"	"2022/12"	"65-74 years"	"65-74"	1171	Not Applicable	Not Applicable
	"Alabama"	"01"	"2022"	"2022"	"Dec., 2022"	"2022/12"	"75-84 years"	"75-84"	1402	Not Applicable	Not Applicable
	"Alabama"	"01"	"2022"	"2022"	"Dec., 2022"	"2022/12"	"85+ years"	"85+"	1246	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	"35-44 years"	"35-44"	228	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	"45-54 years"	"45-54"	309	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	"55-64 years"	"55-64"	707	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	"65-74 years"	"65-74"	1206	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	"75-84 years"	"75-84"	1415	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	"85+ years"	"85+"	1270	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	"35-44 years"	"35-44"	167	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	"45-54 years"	"45-54"	295	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	"55-64 years"	"55-64"	665	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	"65-74 years"	"65-74"	1040	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	"75-84 years"	"75-84"	1304	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	"85+ years"	"85+"	1095	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	"35-44 years"	"35-44"	207	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	"45-54 years"	"45-54"	311	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	"55-64 years"	"55-64"	685	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	"65-74 years"	"65-74"	1132	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	"75-84 years"	"75-84"	1255	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	"85+ years"	"85+"	1141	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	"35-44 years"	"35-44"	187	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	"45-54 years"	"45-54"	343	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	"55-64 years"	"55-64"	625	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	"65-74 years"	"65-74"	1013	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	"75-84 years"	"75-84"	1171	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	"85+ years"	"85+"	1097	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	"35-44 years"	"35-44"	216	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	"45-54 years"	"45-54"	343	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	"55-64 years"	"55-64"	710	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	"65-74 years"	"65-74"	1040	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	"75-84 years"	"75-84"	1262	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	"85+ years"	"85+"	1109	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	"35-44 years"	"35-44"	196	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	"45-54 years"	"45-54"	291	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	"55-64 years"	"55-64"	630	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	"65-74 years"	"65-74"	993	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	"75-84 years"	"75-84"	1107	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	"85+ years"	"85+"	1002	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	"35-44 years"	"35-44"	190	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	"45-54 years"	"45-54"	316	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	"55-64 years"	"55-64"	717	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	"65-74 years"	"65-74"	1056	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	"75-84 years"	"75-84"	1188	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	"85+ years"	"85+"	1059	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	"35-44 years"	"35-44"	178	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	"45-54 years"	"45-54"	298	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	"55-64 years"	"55-64"	711	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	"65-74 years"	"65-74"	1045	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	"75-84 years"	"75-84"	1235	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	"85+ years"	"85+"	1121	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	"35-44 years"	"35-44"	190	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	"45-54 years"	"45-54"	293	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	"55-64 years"	"55-64"	615	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	"65-74 years"	"65-74"	1054	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	"75-84 years"	"75-84"	1206	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	"85+ years"	"85+"	1000	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	"35-44 years"	"35-44"	179	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	"45-54 years"	"45-54"	302	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	"55-64 years"	"55-64"	586	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	"65-74 years"	"65-74"	1018	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	"75-84 years"	"75-84"	1262	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	"85+ years"	"85+"	1138	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Nov., 2023 (provisional)"	"2023/11"	"35-44 years"	"35-44"	174	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Nov., 2023 (provisional)"	"2023/11"	"45-54 years"	"45-54"	285	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Nov., 2023 (provisional)"	"2023/11"	"55-64 years"	"55-64"	651	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Nov., 2023 (provisional)"	"2023/11"	"65-74 years"	"65-74"	1050	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Nov., 2023 (provisional)"	"2023/11"	"75-84 years"	"75-84"	1191	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Nov., 2023 (provisional)"	"2023/11"	"85+ years"	"85+"	1153	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Dec., 2023 (provisional)"	"2023/12"	"35-44 years"	"35-44"	187	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Dec., 2023 (provisional)"	"2023/12"	"45-54 years"	"45-54"	330	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Dec., 2023 (provisional)"	"2023/12"	"55-64 years"	"55-64"	706	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Dec., 2023 (provisional)"	"2023/12"	"65-74 years"	"65-74"	1219	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Dec., 2023 (provisional)"	"2023/12"	"75-84 years"	"75-84"	1491	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional)"	"2023"	"Dec., 2023 (provisional)"	"2023/12"	"85+ years"	"85+"	1289	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Jan., 2020"	"2020/01"	"35-44 years"	"35-44"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Jan., 2020"	"2020/01"	"45-54 years"	"45-54"	28	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Jan., 2020"	"2020/01"	"55-64 years"	"55-64"	73	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Jan., 2020"	"2020/01"	"65-74 years"	"65-74"	86	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Jan., 2020"	"2020/01"	"75-84 years"	"75-84"	84	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Jan., 2020"	"2020/01"	"85+ years"	"85+"	98	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Feb., 2020"	"2020/02"	"35-44 years"	"35-44"	20	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Feb., 2020"	"2020/02"	"45-54 years"	"45-54"	26	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Feb., 2020"	"2020/02"	"55-64 years"	"55-64"	57	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Feb., 2020"	"2020/02"	"65-74 years"	"65-74"	90	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Feb., 2020"	"2020/02"	"75-84 years"	"75-84"	71	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Feb., 2020"	"2020/02"	"85+ years"	"85+"	68	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Mar., 2020"	"2020/03"	"35-44 years"	"35-44"	19	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Mar., 2020"	"2020/03"	"45-54 years"	"45-54"	16	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Mar., 2020"	"2020/03"	"55-64 years"	"55-64"	64	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Mar., 2020"	"2020/03"	"65-74 years"	"65-74"	73	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Mar., 2020"	"2020/03"	"75-84 years"	"75-84"	87	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Mar., 2020"	"2020/03"	"85+ years"	"85+"	60	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Apr., 2020"	"2020/04"	"35-44 years"	"35-44"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Apr., 2020"	"2020/04"	"45-54 years"	"45-54"	31	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Apr., 2020"	"2020/04"	"55-64 years"	"55-64"	55	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Apr., 2020"	"2020/04"	"65-74 years"	"65-74"	75	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Apr., 2020"	"2020/04"	"75-84 years"	"75-84"	88	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Apr., 2020"	"2020/04"	"85+ years"	"85+"	63	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"May, 2020"	"2020/05"	"35-44 years"	"35-44"	21	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"May, 2020"	"2020/05"	"45-54 years"	"45-54"	30	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"May, 2020"	"2020/05"	"55-64 years"	"55-64"	67	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"May, 2020"	"2020/05"	"65-74 years"	"65-74"	84	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"May, 2020"	"2020/05"	"75-84 years"	"75-84"	70	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"May, 2020"	"2020/05"	"85+ years"	"85+"	73	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Jun., 2020"	"2020/06"	"35-44 years"	"35-44"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Jun., 2020"	"2020/06"	"45-54 years"	"45-54"	26	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Jun., 2020"	"2020/06"	"55-64 years"	"55-64"	77	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Jun., 2020"	"2020/06"	"65-74 years"	"65-74"	73	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Jun., 2020"	"2020/06"	"75-84 years"	"75-84"	76	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Jun., 2020"	"2020/06"	"85+ years"	"85+"	61	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Jul., 2020"	"2020/07"	"35-44 years"	"35-44"	30	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Jul., 2020"	"2020/07"	"45-54 years"	"45-54"	32	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Jul., 2020"	"2020/07"	"55-64 years"	"55-64"	67	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Jul., 2020"	"2020/07"	"65-74 years"	"65-74"	98	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Jul., 2020"	"2020/07"	"75-84 years"	"75-84"	87	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Jul., 2020"	"2020/07"	"85+ years"	"85+"	66	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Aug., 2020"	"2020/08"	"35-44 years"	"35-44"	29	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Aug., 2020"	"2020/08"	"45-54 years"	"45-54"	48	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Aug., 2020"	"2020/08"	"55-64 years"	"55-64"	63	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Aug., 2020"	"2020/08"	"65-74 years"	"65-74"	88	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Aug., 2020"	"2020/08"	"75-84 years"	"75-84"	93	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Aug., 2020"	"2020/08"	"85+ years"	"85+"	71	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Sep., 2020"	"2020/09"	"35-44 years"	"35-44"	35	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Sep., 2020"	"2020/09"	"45-54 years"	"45-54"	37	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Sep., 2020"	"2020/09"	"55-64 years"	"55-64"	74	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Sep., 2020"	"2020/09"	"65-74 years"	"65-74"	94	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Sep., 2020"	"2020/09"	"75-84 years"	"75-84"	73	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Sep., 2020"	"2020/09"	"85+ years"	"85+"	78	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Oct., 2020"	"2020/10"	"35-44 years"	"35-44"	23	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Oct., 2020"	"2020/10"	"45-54 years"	"45-54"	35	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Oct., 2020"	"2020/10"	"55-64 years"	"55-64"	77	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Oct., 2020"	"2020/10"	"65-74 years"	"65-74"	103	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Oct., 2020"	"2020/10"	"75-84 years"	"75-84"	101	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Oct., 2020"	"2020/10"	"85+ years"	"85+"	82	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Nov., 2020"	"2020/11"	"35-44 years"	"35-44"	27	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Nov., 2020"	"2020/11"	"45-54 years"	"45-54"	39	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Nov., 2020"	"2020/11"	"55-64 years"	"55-64"	77	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Nov., 2020"	"2020/11"	"65-74 years"	"65-74"	99	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Nov., 2020"	"2020/11"	"75-84 years"	"75-84"	120	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Nov., 2020"	"2020/11"	"85+ years"	"85+"	101	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Dec., 2020"	"2020/12"	"35-44 years"	"35-44"	25	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Dec., 2020"	"2020/12"	"45-54 years"	"45-54"	43	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Dec., 2020"	"2020/12"	"55-64 years"	"55-64"	76	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Dec., 2020"	"2020/12"	"65-74 years"	"65-74"	114	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Dec., 2020"	"2020/12"	"75-84 years"	"75-84"	117	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	"Dec., 2020"	"2020/12"	"85+ years"	"85+"	96	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Jan., 2021"	"2021/01"	"35-44 years"	"35-44"	23	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Jan., 2021"	"2021/01"	"45-54 years"	"45-54"	36	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Jan., 2021"	"2021/01"	"55-64 years"	"55-64"	80	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Jan., 2021"	"2021/01"	"65-74 years"	"65-74"	96	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Jan., 2021"	"2021/01"	"75-84 years"	"75-84"	95	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Jan., 2021"	"2021/01"	"85+ years"	"85+"	99	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Feb., 2021"	"2021/02"	"35-44 years"	"35-44"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Feb., 2021"	"2021/02"	"45-54 years"	"45-54"	33	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Feb., 2021"	"2021/02"	"55-64 years"	"55-64"	55	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Feb., 2021"	"2021/02"	"65-74 years"	"65-74"	91	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Feb., 2021"	"2021/02"	"75-84 years"	"75-84"	84	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Feb., 2021"	"2021/02"	"85+ years"	"85+"	56	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Mar., 2021"	"2021/03"	"35-44 years"	"35-44"	26	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Mar., 2021"	"2021/03"	"45-54 years"	"45-54"	32	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Mar., 2021"	"2021/03"	"55-64 years"	"55-64"	61	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Mar., 2021"	"2021/03"	"65-74 years"	"65-74"	90	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Mar., 2021"	"2021/03"	"75-84 years"	"75-84"	86	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Mar., 2021"	"2021/03"	"85+ years"	"85+"	79	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Apr., 2021"	"2021/04"	"35-44 years"	"35-44"	26	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Apr., 2021"	"2021/04"	"45-54 years"	"45-54"	43	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Apr., 2021"	"2021/04"	"55-64 years"	"55-64"	69	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Apr., 2021"	"2021/04"	"65-74 years"	"65-74"	90	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Apr., 2021"	"2021/04"	"75-84 years"	"75-84"	77	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"Apr., 2021"	"2021/04"	"85+ years"	"85+"	68	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"May, 2021"	"2021/05"	"35-44 years"	"35-44"	25	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"May, 2021"	"2021/05"	"45-54 years"	"45-54"	37	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"May, 2021"	"2021/05"	"55-64 years"	"55-64"	68	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"May, 2021"	"2021/05"	"65-74 years"	"65-74"	91	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	"May, 2021"	"2021/05"	"75-84 years"	"75-84"	84	Not Applicable	Not Applicable
