"Notes"	"State"	"State Code"	"Year"	"Year Code"	"MCD - ICD Chapter"	"MCD - ICD Chapter Code"	Deaths	Population	Crude Rate
	"Arizona"	"04"	"2016"	"2016"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	9218	6931071	133.0
	"Arizona"	"04"	"2016"	"2016"	"Mental and behavioural disorders"	"F01-F99"	12214	6931071	176.2
	"Arizona"	"04"	"2016"	"2016"	"Diseases of the nervous system"	"G00-G98"	7157	6931071	103.3
	"Arizona"	"04"	"2016"	"2016"	"Diseases of the eye and adnexa"	"H00-H59"	39	6931071	0.6
	"Arizona"	"04"	"2016"	"2016"	"Diseases of the ear and mastoid process"	"H60-H95"	12	6931071	Unreliable
	"Arizona"	"04"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	29062	6931071	419.3
	"Arizona"	"04"	"2016"	"2016"	"Diseases of the respiratory system"	"J00-J98"	15191	6931071	219.2
	"Arizona"	"04"	"2016"	"2016"	"Diseases of the digestive system"	"K00-K92"	4567	6931071	65.9
	"Arizona"	"04"	"2016"	"2016"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	422	6931071	6.1
	"Arizona"	"04"	"2016"	"2016"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1124	6931071	16.2
	"Arizona"	"04"	"2016"	"2016"	"Diseases of the genitourinary system"	"N00-N99"	4378	6931071	63.2
	"Arizona"	"04"	"2016"	"2016"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	42	6931071	0.6
	"Arizona"	"04"	"2016"	"2016"	"Certain conditions originating in the perinatal period"	"P00-P96"	304	6931071	4.4
	"Arizona"	"04"	"2016"	"2016"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	323	6931071	4.7
	"Arizona"	"04"	"2016"	"2016"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	10626	6931071	153.3
	"Arizona"	"04"	"2016"	"2016"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	7014	6931071	101.2
	"Arizona"	"04"	"2016"	"2016"	"Codes for special purposes"	"U00-U99"	0	6931071	Unreliable
	"Arizona"	"04"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	7342	6931071	105.9
	"Arizona"	"04"	"2017"	"2017"	"Certain infectious and parasitic diseases"	"A00-B99"	4579	7016270	65.3
	"Arizona"	"04"	"2017"	"2017"	"Neoplasms"	"C00-D48"	13590	7016270	193.7
	"Arizona"	"04"	"2017"	"2017"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1431	7016270	20.4
	"Arizona"	"04"	"2017"	"2017"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	9686	7016270	138.1
	"Arizona"	"04"	"2017"	"2017"	"Mental and behavioural disorders"	"F01-F99"	12664	7016270	180.5
	"Arizona"	"04"	"2017"	"2017"	"Diseases of the nervous system"	"G00-G98"	7440	7016270	106.0
	"Arizona"	"04"	"2017"	"2017"	"Diseases of the eye and adnexa"	"H00-H59"	34	7016270	0.5
	"Arizona"	"04"	"2017"	"2017"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	7016270	Suppressed
	"Arizona"	"04"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	29990	7016270	427.4
	"Arizona"	"04"	"2017"	"2017"	"Diseases of the respiratory system"	"J00-J98"	14838	7016270	211.5
	"Arizona"	"04"	"2017"	"2017"	"Diseases of the digestive system"	"K00-K92"	4717	7016270	67.2
	"Arizona"	"04"	"2017"	"2017"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	492	7016270	7.0
	"Arizona"	"04"	"2017"	"2017"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1110	7016270	15.8
	"Arizona"	"04"	"2017"	"2017"	"Diseases of the genitourinary system"	"N00-N99"	4391	7016270	62.6
	"Arizona"	"04"	"2017"	"2017"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	40	7016270	0.6
	"Arizona"	"04"	"2017"	"2017"	"Certain conditions originating in the perinatal period"	"P00-P96"	300	7016270	4.3
	"Arizona"	"04"	"2017"	"2017"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	307	7016270	4.4
	"Arizona"	"04"	"2017"	"2017"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	10413	7016270	148.4
	"Arizona"	"04"	"2017"	"2017"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	7265	7016270	103.5
	"Arizona"	"04"	"2017"	"2017"	"Codes for special purposes"	"U00-U99"	0	7016270	Unreliable
	"Arizona"	"04"	"2017"	"2017"	"External causes of morbidity and mortality"	"V01-Y89"	7690	7016270	109.6
	"Arizona"	"04"	"2018"	"2018"	"Certain infectious and parasitic diseases"	"A00-B99"	3930	7171646	54.8
	"Arizona"	"04"	"2018"	"2018"	"Neoplasms"	"C00-D48"	13720	7171646	191.3
	"Arizona"	"04"	"2018"	"2018"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1302	7171646	18.2
	"Arizona"	"04"	"2018"	"2018"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	9714	7171646	135.5
	"Arizona"	"04"	"2018"	"2018"	"Mental and behavioural disorders"	"F01-F99"	12950	7171646	180.6
	"Arizona"	"04"	"2018"	"2018"	"Diseases of the nervous system"	"G00-G98"	7724	7171646	107.7
	"Arizona"	"04"	"2018"	"2018"	"Diseases of the eye and adnexa"	"H00-H59"	42	7171646	0.6
	"Arizona"	"04"	"2018"	"2018"	"Diseases of the ear and mastoid process"	"H60-H95"	10	7171646	Unreliable
	"Arizona"	"04"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	29917	7171646	417.2
	"Arizona"	"04"	"2018"	"2018"	"Diseases of the respiratory system"	"J00-J98"	14818	7171646	206.6
	"Arizona"	"04"	"2018"	"2018"	"Diseases of the digestive system"	"K00-K92"	4716	7171646	65.8
	"Arizona"	"04"	"2018"	"2018"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	451	7171646	6.3
	"Arizona"	"04"	"2018"	"2018"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1069	7171646	14.9
	"Arizona"	"04"	"2018"	"2018"	"Diseases of the genitourinary system"	"N00-N99"	4287	7171646	59.8
	"Arizona"	"04"	"2018"	"2018"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	41	7171646	0.6
	"Arizona"	"04"	"2018"	"2018"	"Certain conditions originating in the perinatal period"	"P00-P96"	308	7171646	4.3
	"Arizona"	"04"	"2018"	"2018"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	339	7171646	4.7
	"Arizona"	"04"	"2018"	"2018"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	10114	7171646	141.0
	"Arizona"	"04"	"2018"	"2018"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	7225	7171646	100.7
	"Arizona"	"04"	"2018"	"2018"	"Codes for special purposes"	"U00-U99"	0	7171646	Unreliable
	"Arizona"	"04"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	7674	7171646	107.0
	"Arizona"	"04"	"2019"	"2019"	"Certain infectious and parasitic diseases"	"A00-B99"	3630	7278717	49.9
	"Arizona"	"04"	"2019"	"2019"	"Neoplasms"	"C00-D48"	14115	7278717	193.9
	"Arizona"	"04"	"2019"	"2019"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1349	7278717	18.5
	"Arizona"	"04"	"2019"	"2019"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	10400	7278717	142.9
	"Arizona"	"04"	"2019"	"2019"	"Mental and behavioural disorders"	"F01-F99"	13070	7278717	179.6
	"Arizona"	"04"	"2019"	"2019"	"Diseases of the nervous system"	"G00-G98"	8038	7278717	110.4
	"Arizona"	"04"	"2019"	"2019"	"Diseases of the eye and adnexa"	"H00-H59"	35	7278717	0.5
	"Arizona"	"04"	"2019"	"2019"	"Diseases of the ear and mastoid process"	"H60-H95"	14	7278717	Unreliable
	"Arizona"	"04"	"2019"	"2019"	"Diseases of the circulatory system"	"I00-I99"	30158	7278717	414.3
	"Arizona"	"04"	"2019"	"2019"	"Diseases of the respiratory system"	"J00-J98"	14180	7278717	194.8
	"Arizona"	"04"	"2019"	"2019"	"Diseases of the digestive system"	"K00-K92"	4815	7278717	66.2
	"Arizona"	"04"	"2019"	"2019"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	437	7278717	6.0
	"Arizona"	"04"	"2019"	"2019"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	981	7278717	13.5
	"Arizona"	"04"	"2019"	"2019"	"Diseases of the genitourinary system"	"N00-N99"	4505	7278717	61.9
	"Arizona"	"04"	"2019"	"2019"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	54	7278717	0.7
	"Arizona"	"04"	"2019"	"2019"	"Certain conditions originating in the perinatal period"	"P00-P96"	252	7278717	3.5
	"Arizona"	"04"	"2019"	"2019"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	310	7278717	4.3
	"Arizona"	"04"	"2019"	"2019"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	10182	7278717	139.9
	"Arizona"	"04"	"2019"	"2019"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	7611	7278717	104.6
	"Arizona"	"04"	"2019"	"2019"	"Codes for special purposes"	"U00-U99"	Suppressed	7278717	Suppressed
	"Arizona"	"04"	"2019"	"2019"	"External causes of morbidity and mortality"	"V01-Y89"	8240	7278717	113.2
	"Arkansas"	"05"	"2015"	"2015"	"Certain infectious and parasitic diseases"	"A00-B99"	2908	2978204	97.6
	"Arkansas"	"05"	"2015"	"2015"	"Neoplasms"	"C00-D48"	7381	2978204	247.8
	"Arkansas"	"05"	"2015"	"2015"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	704	2978204	23.6
	"Arkansas"	"05"	"2015"	"2015"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	4363	2978204	146.5
	"Arkansas"	"05"	"2015"	"2015"	"Mental and behavioural disorders"	"F01-F99"	6234	2978204	209.3
	"Arkansas"	"05"	"2015"	"2015"	"Diseases of the nervous system"	"G00-G98"	3520	2978204	118.2
	"Arkansas"	"05"	"2015"	"2015"	"Diseases of the eye and adnexa"	"H00-H59"	30	2978204	1.0
	"Arkansas"	"05"	"2015"	"2015"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	2978204	Suppressed
	"Arkansas"	"05"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	17487	2978204	587.2
	"Arkansas"	"05"	"2015"	"2015"	"Diseases of the respiratory system"	"J00-J98"	9672	2978204	324.8
	"Arkansas"	"05"	"2015"	"2015"	"Diseases of the digestive system"	"K00-K92"	2184	2978204	73.3
	"Arkansas"	"05"	"2015"	"2015"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	213	2978204	7.2
	"Arkansas"	"05"	"2015"	"2015"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	418	2978204	14.0
	"Arkansas"	"05"	"2015"	"2015"	"Diseases of the genitourinary system"	"N00-N99"	2863	2978204	96.1
	"Arkansas"	"05"	"2015"	"2015"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	22	2978204	0.7
	"Arkansas"	"05"	"2015"	"2015"	"Certain conditions originating in the perinatal period"	"P00-P96"	153	2978204	5.1
	"Arkansas"	"05"	"2015"	"2015"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	162	2978204	5.4
	"Arkansas"	"05"	"2015"	"2015"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	5119	2978204	171.9
	"Arkansas"	"05"	"2015"	"2015"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	2924	2978204	98.2
	"Arkansas"	"05"	"2015"	"2015"	"Codes for special purposes"	"U00-U99"	0	2978204	Unreliable
	"Arkansas"	"05"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	3044	2978204	102.2
	"Arkansas"	"05"	"2016"	"2016"	"Certain infectious and parasitic diseases"	"A00-B99"	2842	2988248	95.1
	"Arkansas"	"05"	"2016"	"2016"	"Neoplasms"	"C00-D48"	7328	2988248	245.2
	"Arkansas"	"05"	"2016"	"2016"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	713	2988248	23.9
	"Arkansas"	"05"	"2016"	"2016"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	4642	2988248	155.3
	"Arkansas"	"05"	"2016"	"2016"	"Mental and behavioural disorders"	"F01-F99"	6111	2988248	204.5
	"Arkansas"	"05"	"2016"	"2016"	"Diseases of the nervous system"	"G00-G98"	3816	2988248	127.7
	"Arkansas"	"05"	"2016"	"2016"	"Diseases of the eye and adnexa"	"H00-H59"	19	2988248	Unreliable
	"Arkansas"	"05"	"2016"	"2016"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	2988248	Suppressed
	"Arkansas"	"05"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	17705	2988248	592.5
	"Arkansas"	"05"	"2016"	"2016"	"Diseases of the respiratory system"	"J00-J98"	9757	2988248	326.5
	"Arkansas"	"05"	"2016"	"2016"	"Diseases of the digestive system"	"K00-K92"	2263	2988248	75.7
	"Arkansas"	"05"	"2016"	"2016"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	236	2988248	7.9
	"Arkansas"	"05"	"2016"	"2016"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	424	2988248	14.2
	"Arkansas"	"05"	"2016"	"2016"	"Diseases of the genitourinary system"	"N00-N99"	2996	2988248	100.3
	"Arkansas"	"05"	"2016"	"2016"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	22	2988248	0.7
	"Arkansas"	"05"	"2016"	"2016"	"Certain conditions originating in the perinatal period"	"P00-P96"	158	2988248	5.3
	"Arkansas"	"05"	"2016"	"2016"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	188	2988248	6.3
	"Arkansas"	"05"	"2016"	"2016"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	5719	2988248	191.4
	"Arkansas"	"05"	"2016"	"2016"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	3051	2988248	102.1
	"Arkansas"	"05"	"2016"	"2016"	"Codes for special purposes"	"U00-U99"	0	2988248	Unreliable
	"Arkansas"	"05"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	3197	2988248	107.0
	"Arkansas"	"05"	"2017"	"2017"	"Certain infectious and parasitic diseases"	"A00-B99"	3030	3004279	100.9
	"Arkansas"	"05"	"2017"	"2017"	"Neoplasms"	"C00-D48"	7228	3004279	240.6
	"Arkansas"	"05"	"2017"	"2017"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	741	3004279	24.7
	"Arkansas"	"05"	"2017"	"2017"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	4983	3004279	165.9
	"Arkansas"	"05"	"2017"	"2017"	"Mental and behavioural disorders"	"F01-F99"	6273	3004279	208.8
	"Arkansas"	"05"	"2017"	"2017"	"Diseases of the nervous system"	"G00-G98"	3894	3004279	129.6
	"Arkansas"	"05"	"2017"	"2017"	"Diseases of the eye and adnexa"	"H00-H59"	19	3004279	Unreliable
	"Arkansas"	"05"	"2017"	"2017"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	3004279	Suppressed
	"Arkansas"	"05"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	18237	3004279	607.0
	"Arkansas"	"05"	"2017"	"2017"	"Diseases of the respiratory system"	"J00-J98"	10141	3004279	337.6
	"Arkansas"	"05"	"2017"	"2017"	"Diseases of the digestive system"	"K00-K92"	2231	3004279	74.3
	"Arkansas"	"05"	"2017"	"2017"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	240	3004279	8.0
	"Arkansas"	"05"	"2017"	"2017"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	449	3004279	14.9
	"Arkansas"	"05"	"2017"	"2017"	"Diseases of the genitourinary system"	"N00-N99"	3098	3004279	103.1
	"Arkansas"	"05"	"2017"	"2017"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	18	3004279	Unreliable
	"Arkansas"	"05"	"2017"	"2017"	"Certain conditions originating in the perinatal period"	"P00-P96"	166	3004279	5.5
	"Arkansas"	"05"	"2017"	"2017"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	165	3004279	5.5
	"Arkansas"	"05"	"2017"	"2017"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	6196	3004279	206.2
	"Arkansas"	"05"	"2017"	"2017"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	3209	3004279	106.8
	"Arkansas"	"05"	"2017"	"2017"	"Codes for special purposes"	"U00-U99"	0	3004279	Unreliable
	"Arkansas"	"05"	"2017"	"2017"	"External causes of morbidity and mortality"	"V01-Y89"	3404	3004279	113.3
	"Arkansas"	"05"	"2018"	"2018"	"Certain infectious and parasitic diseases"	"A00-B99"	2999	3013825	99.5
	"Arkansas"	"05"	"2018"	"2018"	"Neoplasms"	"C00-D48"	7288	3013825	241.8
	"Arkansas"	"05"	"2018"	"2018"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	873	3013825	29.0
	"Arkansas"	"05"	"2018"	"2018"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	5623	3013825	186.6
	"Arkansas"	"05"	"2018"	"2018"	"Mental and behavioural disorders"	"F01-F99"	6515	3013825	216.2
	"Arkansas"	"05"	"2018"	"2018"	"Diseases of the nervous system"	"G00-G98"	4205	3013825	139.5
	"Arkansas"	"05"	"2018"	"2018"	"Diseases of the eye and adnexa"	"H00-H59"	26	3013825	0.9
	"Arkansas"	"05"	"2018"	"2018"	"Diseases of the ear and mastoid process"	"H60-H95"	13	3013825	Unreliable
	"Arkansas"	"05"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	18698	3013825	620.4
	"Arkansas"	"05"	"2018"	"2018"	"Diseases of the respiratory system"	"J00-J98"	10640	3013825	353.0
	"Arkansas"	"05"	"2018"	"2018"	"Diseases of the digestive system"	"K00-K92"	2506	3013825	83.2
	"Arkansas"	"05"	"2018"	"2018"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	219	3013825	7.3
	"Arkansas"	"05"	"2018"	"2018"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	548	3013825	18.2
	"Arkansas"	"05"	"2018"	"2018"	"Diseases of the genitourinary system"	"N00-N99"	3137	3013825	104.1
	"Arkansas"	"05"	"2018"	"2018"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	29	3013825	1.0
	"Arkansas"	"05"	"2018"	"2018"	"Certain conditions originating in the perinatal period"	"P00-P96"	173	3013825	5.7
	"Arkansas"	"05"	"2018"	"2018"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	182	3013825	6.0
	"Arkansas"	"05"	"2018"	"2018"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	6720	3013825	223.0
	"Arkansas"	"05"	"2018"	"2018"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	2934	3013825	97.4
	"Arkansas"	"05"	"2018"	"2018"	"Codes for special purposes"	"U00-U99"	0	3013825	Unreliable
	"Arkansas"	"05"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	3171	3013825	105.2
	"Arkansas"	"05"	"2019"	"2019"	"Certain infectious and parasitic diseases"	"A00-B99"	3106	3017804	102.9
	"Arkansas"	"05"	"2019"	"2019"	"Neoplasms"	"C00-D48"	7431	3017804	246.2
	"Arkansas"	"05"	"2019"	"2019"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	830	3017804	27.5
	"Arkansas"	"05"	"2019"	"2019"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	5765	3017804	191.0
	"Arkansas"	"05"	"2019"	"2019"	"Mental and behavioural disorders"	"F01-F99"	6543	3017804	216.8
	"Arkansas"	"05"	"2019"	"2019"	"Diseases of the nervous system"	"G00-G98"	4564	3017804	151.2
	"Arkansas"	"05"	"2019"	"2019"	"Diseases of the eye and adnexa"	"H00-H59"	48	3017804	1.6
	"Arkansas"	"05"	"2019"	"2019"	"Diseases of the ear and mastoid process"	"H60-H95"	13	3017804	Unreliable
	"Arkansas"	"05"	"2019"	"2019"	"Diseases of the circulatory system"	"I00-I99"	19577	3017804	648.7
	"Arkansas"	"05"	"2019"	"2019"	"Diseases of the respiratory system"	"J00-J98"	10492	3017804	347.7
	"Arkansas"	"05"	"2019"	"2019"	"Diseases of the digestive system"	"K00-K92"	2595	3017804	86.0
	"Arkansas"	"05"	"2019"	"2019"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	217	3017804	7.2
	"Arkansas"	"05"	"2019"	"2019"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	616	3017804	20.4
	"Arkansas"	"05"	"2019"	"2019"	"Diseases of the genitourinary system"	"N00-N99"	3217	3017804	106.6
	"Arkansas"	"05"	"2019"	"2019"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	21	3017804	0.7
	"Arkansas"	"05"	"2019"	"2019"	"Certain conditions originating in the perinatal period"	"P00-P96"	149	3017804	4.9
	"Arkansas"	"05"	"2019"	"2019"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	171	3017804	5.7
	"Arkansas"	"05"	"2019"	"2019"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	6344	3017804	210.2
	"Arkansas"	"05"	"2019"	"2019"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	2962	3017804	98.2
	"Arkansas"	"05"	"2019"	"2019"	"Codes for special purposes"	"U00-U99"	Suppressed	3017804	Suppressed
	"Arkansas"	"05"	"2019"	"2019"	"External causes of morbidity and mortality"	"V01-Y89"	3270	3017804	108.4
	"California"	"06"	"2015"	"2015"	"Certain infectious and parasitic diseases"	"A00-B99"	27735	39144818	70.9
	"California"	"06"	"2015"	"2015"	"Neoplasms"	"C00-D48"	68254	39144818	174.4
