"Notes"	"Age Group"	"Age Group Code"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Projected Populations
	"0-4 years"	"0-4"	"Hawaii"	"15"	"2024"	"2024"	"Male"	"M"	48695
	"0-4 years"	"0-4"	"Idaho"	"16"	"2013"	"2013"	"Female"	"F"	58196
	"0-4 years"	"0-4"	"Idaho"	"16"	"2013"	"2013"	"Male"	"M"	61251
	"0-4 years"	"0-4"	"Idaho"	"16"	"2014"	"2014"	"Female"	"F"	58497
	"0-4 years"	"0-4"	"Idaho"	"16"	"2014"	"2014"	"Male"	"M"	61566
	"0-4 years"	"0-4"	"Idaho"	"16"	"2015"	"2015"	"Female"	"F"	58664
	"0-4 years"	"0-4"	"Idaho"	"16"	"2015"	"2015"	"Male"	"M"	61752
	"0-4 years"	"0-4"	"Idaho"	"16"	"2016"	"2016"	"Female"	"F"	58761
	"0-4 years"	"0-4"	"Idaho"	"16"	"2016"	"2016"	"Male"	"M"	61866
	"0-4 years"	"0-4"	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	58822
	"0-4 years"	"0-4"	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	61935
	"0-4 years"	"0-4"	"Idaho"	"16"	"2018"	"2018"	"Female"	"F"	58873
	"0-4 years"	"0-4"	"Idaho"	"16"	"2018"	"2018"	"Male"	"M"	61990
	"0-4 years"	"0-4"	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	58944
	"0-4 years"	"0-4"	"Idaho"	"16"	"2019"	"2019"	"Male"	"M"	62067
	"0-4 years"	"0-4"	"Idaho"	"16"	"2020"	"2020"	"Female"	"F"	59063
	"0-4 years"	"0-4"	"Idaho"	"16"	"2020"	"2020"	"Male"	"M"	62194
	"0-4 years"	"0-4"	"Idaho"	"16"	"2021"	"2021"	"Female"	"F"	59251
	"0-4 years"	"0-4"	"Idaho"	"16"	"2021"	"2021"	"Male"	"M"	62409
	"0-4 years"	"0-4"	"Idaho"	"16"	"2022"	"2022"	"Female"	"F"	59525
	"0-4 years"	"0-4"	"Idaho"	"16"	"2022"	"2022"	"Male"	"M"	62716
	"0-4 years"	"0-4"	"Idaho"	"16"	"2023"	"2023"	"Female"	"F"	59912
	"0-4 years"	"0-4"	"Idaho"	"16"	"2023"	"2023"	"Male"	"M"	63123
	"0-4 years"	"0-4"	"Idaho"	"16"	"2024"	"2024"	"Female"	"F"	60404
	"0-4 years"	"0-4"	"Idaho"	"16"	"2024"	"2024"	"Male"	"M"	63640
	"0-4 years"	"0-4"	"Illinois"	"17"	"2013"	"2013"	"Female"	"F"	459127
	"0-4 years"	"0-4"	"Illinois"	"17"	"2013"	"2013"	"Male"	"M"	478802
	"0-4 years"	"0-4"	"Illinois"	"17"	"2014"	"2014"	"Female"	"F"	460280
	"0-4 years"	"0-4"	"Illinois"	"17"	"2014"	"2014"	"Male"	"M"	480019
	"0-4 years"	"0-4"	"Illinois"	"17"	"2015"	"2015"	"Female"	"F"	460931
	"0-4 years"	"0-4"	"Illinois"	"17"	"2015"	"2015"	"Male"	"M"	480740
	"0-4 years"	"0-4"	"Illinois"	"17"	"2016"	"2016"	"Female"	"F"	461136
	"0-4 years"	"0-4"	"Illinois"	"17"	"2016"	"2016"	"Male"	"M"	481000
	"0-4 years"	"0-4"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	460950
	"0-4 years"	"0-4"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	480851
	"0-4 years"	"0-4"	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	460483
	"0-4 years"	"0-4"	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	480400
	"0-4 years"	"0-4"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	459835
	"0-4 years"	"0-4"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	479787
	"0-4 years"	"0-4"	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	459139
	"0-4 years"	"0-4"	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	479102
	"0-4 years"	"0-4"	"Illinois"	"17"	"2021"	"2021"	"Female"	"F"	458445
	"0-4 years"	"0-4"	"Illinois"	"17"	"2021"	"2021"	"Male"	"M"	478427
	"0-4 years"	"0-4"	"Illinois"	"17"	"2022"	"2022"	"Female"	"F"	457805
	"0-4 years"	"0-4"	"Illinois"	"17"	"2022"	"2022"	"Male"	"M"	477806
	"0-4 years"	"0-4"	"Illinois"	"17"	"2023"	"2023"	"Female"	"F"	457216
	"0-4 years"	"0-4"	"Illinois"	"17"	"2023"	"2023"	"Male"	"M"	477215
	"0-4 years"	"0-4"	"Illinois"	"17"	"2024"	"2024"	"Female"	"F"	456697
	"0-4 years"	"0-4"	"Illinois"	"17"	"2024"	"2024"	"Male"	"M"	476699
	"0-4 years"	"0-4"	"Indiana"	"18"	"2013"	"2013"	"Female"	"F"	216112
	"0-4 years"	"0-4"	"Indiana"	"18"	"2013"	"2013"	"Male"	"M"	227057
	"0-4 years"	"0-4"	"Indiana"	"18"	"2014"	"2014"	"Female"	"F"	216959
	"0-4 years"	"0-4"	"Indiana"	"18"	"2014"	"2014"	"Male"	"M"	227985
	"0-4 years"	"0-4"	"Indiana"	"18"	"2015"	"2015"	"Female"	"F"	217704
	"0-4 years"	"0-4"	"Indiana"	"18"	"2015"	"2015"	"Male"	"M"	228802
	"0-4 years"	"0-4"	"Indiana"	"18"	"2016"	"2016"	"Female"	"F"	218438
	"0-4 years"	"0-4"	"Indiana"	"18"	"2016"	"2016"	"Male"	"M"	229624
	"0-4 years"	"0-4"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	219194
	"0-4 years"	"0-4"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	230467
	"0-4 years"	"0-4"	"Indiana"	"18"	"2018"	"2018"	"Female"	"F"	220002
	"0-4 years"	"0-4"	"Indiana"	"18"	"2018"	"2018"	"Male"	"M"	231370
	"0-4 years"	"0-4"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	220889
	"0-4 years"	"0-4"	"Indiana"	"18"	"2019"	"2019"	"Male"	"M"	232347
	"0-4 years"	"0-4"	"Indiana"	"18"	"2020"	"2020"	"Female"	"F"	221830
	"0-4 years"	"0-4"	"Indiana"	"18"	"2020"	"2020"	"Male"	"M"	233385
	"0-4 years"	"0-4"	"Indiana"	"18"	"2021"	"2021"	"Female"	"F"	222824
	"0-4 years"	"0-4"	"Indiana"	"18"	"2021"	"2021"	"Male"	"M"	234478
	"0-4 years"	"0-4"	"Indiana"	"18"	"2022"	"2022"	"Female"	"F"	223853
	"0-4 years"	"0-4"	"Indiana"	"18"	"2022"	"2022"	"Male"	"M"	235596
	"0-4 years"	"0-4"	"Indiana"	"18"	"2023"	"2023"	"Female"	"F"	224896
	"0-4 years"	"0-4"	"Indiana"	"18"	"2023"	"2023"	"Male"	"M"	236714
	"0-4 years"	"0-4"	"Indiana"	"18"	"2024"	"2024"	"Female"	"F"	225978
	"0-4 years"	"0-4"	"Indiana"	"18"	"2024"	"2024"	"Male"	"M"	237876
	"0-4 years"	"0-4"	"Iowa"	"19"	"2013"	"2013"	"Female"	"F"	94967
	"0-4 years"	"0-4"	"Iowa"	"19"	"2013"	"2013"	"Male"	"M"	98127
	"0-4 years"	"0-4"	"Iowa"	"19"	"2014"	"2014"	"Female"	"F"	94679
	"0-4 years"	"0-4"	"Iowa"	"19"	"2014"	"2014"	"Male"	"M"	97811
	"0-4 years"	"0-4"	"Iowa"	"19"	"2015"	"2015"	"Female"	"F"	94277
	"0-4 years"	"0-4"	"Iowa"	"19"	"2015"	"2015"	"Male"	"M"	97379
	"0-4 years"	"0-4"	"Iowa"	"19"	"2016"	"2016"	"Female"	"F"	93781
	"0-4 years"	"0-4"	"Iowa"	"19"	"2016"	"2016"	"Male"	"M"	96861
	"0-4 years"	"0-4"	"Iowa"	"19"	"2017"	"2017"	"Female"	"F"	93234
	"0-4 years"	"0-4"	"Iowa"	"19"	"2017"	"2017"	"Male"	"M"	96288
	"0-4 years"	"0-4"	"Iowa"	"19"	"2018"	"2018"	"Female"	"F"	92656
	"0-4 years"	"0-4"	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	95680
	"0-4 years"	"0-4"	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	92069
	"0-4 years"	"0-4"	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	95060
	"0-4 years"	"0-4"	"Iowa"	"19"	"2020"	"2020"	"Female"	"F"	91482
	"0-4 years"	"0-4"	"Iowa"	"19"	"2020"	"2020"	"Male"	"M"	94447
	"0-4 years"	"0-4"	"Iowa"	"19"	"2021"	"2021"	"Female"	"F"	90915
	"0-4 years"	"0-4"	"Iowa"	"19"	"2021"	"2021"	"Male"	"M"	93843
	"0-4 years"	"0-4"	"Iowa"	"19"	"2022"	"2022"	"Female"	"F"	90379
	"0-4 years"	"0-4"	"Iowa"	"19"	"2022"	"2022"	"Male"	"M"	93261
	"0-4 years"	"0-4"	"Iowa"	"19"	"2023"	"2023"	"Female"	"F"	89872
	"0-4 years"	"0-4"	"Iowa"	"19"	"2023"	"2023"	"Male"	"M"	92722
	"0-4 years"	"0-4"	"Iowa"	"19"	"2024"	"2024"	"Female"	"F"	89406
	"0-4 years"	"0-4"	"Iowa"	"19"	"2024"	"2024"	"Male"	"M"	92220
	"0-4 years"	"0-4"	"Kansas"	"20"	"2013"	"2013"	"Female"	"F"	97313
	"0-4 years"	"0-4"	"Kansas"	"20"	"2013"	"2013"	"Male"	"M"	104060
	"0-4 years"	"0-4"	"Kansas"	"20"	"2014"	"2014"	"Female"	"F"	97439
	"0-4 years"	"0-4"	"Kansas"	"20"	"2014"	"2014"	"Male"	"M"	104110
	"0-4 years"	"0-4"	"Kansas"	"20"	"2015"	"2015"	"Female"	"F"	97459
	"0-4 years"	"0-4"	"Kansas"	"20"	"2015"	"2015"	"Male"	"M"	104030
	"0-4 years"	"0-4"	"Kansas"	"20"	"2016"	"2016"	"Female"	"F"	97384
	"0-4 years"	"0-4"	"Kansas"	"20"	"2016"	"2016"	"Male"	"M"	103853
	"0-4 years"	"0-4"	"Kansas"	"20"	"2017"	"2017"	"Female"	"F"	97250
	"0-4 years"	"0-4"	"Kansas"	"20"	"2017"	"2017"	"Male"	"M"	103614
	"0-4 years"	"0-4"	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	97061
	"0-4 years"	"0-4"	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	103312
	"0-4 years"	"0-4"	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	96844
	"0-4 years"	"0-4"	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	103002
	"0-4 years"	"0-4"	"Kansas"	"20"	"2020"	"2020"	"Female"	"F"	96633
	"0-4 years"	"0-4"	"Kansas"	"20"	"2020"	"2020"	"Male"	"M"	102682
	"0-4 years"	"0-4"	"Kansas"	"20"	"2021"	"2021"	"Female"	"F"	96434
	"0-4 years"	"0-4"	"Kansas"	"20"	"2021"	"2021"	"Male"	"M"	102381
	"0-4 years"	"0-4"	"Kansas"	"20"	"2022"	"2022"	"Female"	"F"	96257
	"0-4 years"	"0-4"	"Kansas"	"20"	"2022"	"2022"	"Male"	"M"	102093
	"0-4 years"	"0-4"	"Kansas"	"20"	"2023"	"2023"	"Female"	"F"	96095
	"0-4 years"	"0-4"	"Kansas"	"20"	"2023"	"2023"	"Male"	"M"	101847
	"0-4 years"	"0-4"	"Kansas"	"20"	"2024"	"2024"	"Female"	"F"	95985
	"0-4 years"	"0-4"	"Kansas"	"20"	"2024"	"2024"	"Male"	"M"	101632
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2013"	"2013"	"Female"	"F"	134123
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2013"	"2013"	"Male"	"M"	139038
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2014"	"2014"	"Female"	"F"	133890
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2014"	"2014"	"Male"	"M"	138847
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2015"	"2015"	"Female"	"F"	133693
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2015"	"2015"	"Male"	"M"	138694
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2016"	"2016"	"Female"	"F"	133502
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2016"	"2016"	"Male"	"M"	138553
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2017"	"2017"	"Female"	"F"	133375
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2017"	"2017"	"Male"	"M"	138477
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2018"	"2018"	"Female"	"F"	133347
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2018"	"2018"	"Male"	"M"	138512
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	133454
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	138672
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2020"	"2020"	"Female"	"F"	133703
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2020"	"2020"	"Male"	"M"	138991
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2021"	"2021"	"Female"	"F"	134116
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2021"	"2021"	"Male"	"M"	139478
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2022"	"2022"	"Female"	"F"	134696
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2022"	"2022"	"Male"	"M"	140127
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2023"	"2023"	"Female"	"F"	135423
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2023"	"2023"	"Male"	"M"	140926
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2024"	"2024"	"Female"	"F"	136264
	"0-4 years"	"0-4"	"Kentucky"	"21"	"2024"	"2024"	"Male"	"M"	141820
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2013"	"2013"	"Female"	"F"	163220
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2013"	"2013"	"Male"	"M"	169573
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2014"	"2014"	"Female"	"F"	162246
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2014"	"2014"	"Male"	"M"	168511
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2015"	"2015"	"Female"	"F"	161231
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2015"	"2015"	"Male"	"M"	167388
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2016"	"2016"	"Female"	"F"	160095
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2016"	"2016"	"Male"	"M"	166137
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2017"	"2017"	"Female"	"F"	158915
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2017"	"2017"	"Male"	"M"	164847
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2018"	"2018"	"Female"	"F"	157795
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2018"	"2018"	"Male"	"M"	163626
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2019"	"2019"	"Female"	"F"	156842
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2019"	"2019"	"Male"	"M"	162588
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2020"	"2020"	"Female"	"F"	156131
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2020"	"2020"	"Male"	"M"	161794
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2021"	"2021"	"Female"	"F"	155708
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2021"	"2021"	"Male"	"M"	161321
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2022"	"2022"	"Female"	"F"	155631
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2022"	"2022"	"Male"	"M"	161193
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2023"	"2023"	"Female"	"F"	155859
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2023"	"2023"	"Male"	"M"	161397
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2024"	"2024"	"Female"	"F"	156399
	"0-4 years"	"0-4"	"Louisiana"	"22"	"2024"	"2024"	"Male"	"M"	161899
	"0-4 years"	"0-4"	"Maine"	"23"	"2013"	"2013"	"Female"	"F"	36025
	"0-4 years"	"0-4"	"Maine"	"23"	"2013"	"2013"	"Male"	"M"	38426
	"0-4 years"	"0-4"	"Maine"	"23"	"2014"	"2014"	"Female"	"F"	36089
	"0-4 years"	"0-4"	"Maine"	"23"	"2014"	"2014"	"Male"	"M"	38492
	"0-4 years"	"0-4"	"Maine"	"23"	"2015"	"2015"	"Female"	"F"	36039
	"0-4 years"	"0-4"	"Maine"	"23"	"2015"	"2015"	"Male"	"M"	38422
	"0-4 years"	"0-4"	"Maine"	"23"	"2016"	"2016"	"Female"	"F"	35899
	"0-4 years"	"0-4"	"Maine"	"23"	"2016"	"2016"	"Male"	"M"	38264
	"0-4 years"	"0-4"	"Maine"	"23"	"2017"	"2017"	"Female"	"F"	35684
	"0-4 years"	"0-4"	"Maine"	"23"	"2017"	"2017"	"Male"	"M"	38023
	"0-4 years"	"0-4"	"Maine"	"23"	"2018"	"2018"	"Female"	"F"	35403
	"0-4 years"	"0-4"	"Maine"	"23"	"2018"	"2018"	"Male"	"M"	37709
	"0-4 years"	"0-4"	"Maine"	"23"	"2019"	"2019"	"Female"	"F"	35070
	"0-4 years"	"0-4"	"Maine"	"23"	"2019"	"2019"	"Male"	"M"	37336
	"0-4 years"	"0-4"	"Maine"	"23"	"2020"	"2020"	"Female"	"F"	34689
	"0-4 years"	"0-4"	"Maine"	"23"	"2020"	"2020"	"Male"	"M"	36910
	"0-4 years"	"0-4"	"Maine"	"23"	"2021"	"2021"	"Female"	"F"	34275
	"0-4 years"	"0-4"	"Maine"	"23"	"2021"	"2021"	"Male"	"M"	36464
	"0-4 years"	"0-4"	"Maine"	"23"	"2022"	"2022"	"Female"	"F"	33852
	"0-4 years"	"0-4"	"Maine"	"23"	"2022"	"2022"	"Male"	"M"	36000
	"0-4 years"	"0-4"	"Maine"	"23"	"2023"	"2023"	"Female"	"F"	33436
	"0-4 years"	"0-4"	"Maine"	"23"	"2023"	"2023"	"Male"	"M"	35540
	"0-4 years"	"0-4"	"Maine"	"23"	"2024"	"2024"	"Female"	"F"	33038
	"0-4 years"	"0-4"	"Maine"	"23"	"2024"	"2024"	"Male"	"M"	35112
	"0-4 years"	"0-4"	"Maryland"	"24"	"2013"	"2013"	"Female"	"F"	213985
	"0-4 years"	"0-4"	"Maryland"	"24"	"2013"	"2013"	"Male"	"M"	221176
	"0-4 years"	"0-4"	"Maryland"	"24"	"2014"	"2014"	"Female"	"F"	217345
	"0-4 years"	"0-4"	"Maryland"	"24"	"2014"	"2014"	"Male"	"M"	224627
	"0-4 years"	"0-4"	"Maryland"	"24"	"2015"	"2015"	"Female"	"F"	220358
	"0-4 years"	"0-4"	"Maryland"	"24"	"2015"	"2015"	"Male"	"M"	227705
	"0-4 years"	"0-4"	"Maryland"	"24"	"2016"	"2016"	"Female"	"F"	223005
	"0-4 years"	"0-4"	"Maryland"	"24"	"2016"	"2016"	"Male"	"M"	230407
	"0-4 years"	"0-4"	"Maryland"	"24"	"2017"	"2017"	"Female"	"F"	225282
	"0-4 years"	"0-4"	"Maryland"	"24"	"2017"	"2017"	"Male"	"M"	232720
	"0-4 years"	"0-4"	"Maryland"	"24"	"2018"	"2018"	"Female"	"F"	227212
	"0-4 years"	"0-4"	"Maryland"	"24"	"2018"	"2018"	"Male"	"M"	234684
	"0-4 years"	"0-4"	"Maryland"	"24"	"2019"	"2019"	"Female"	"F"	228821
	"0-4 years"	"0-4"	"Maryland"	"24"	"2019"	"2019"	"Male"	"M"	236309
	"0-4 years"	"0-4"	"Maryland"	"24"	"2020"	"2020"	"Female"	"F"	230174
	"0-4 years"	"0-4"	"Maryland"	"24"	"2020"	"2020"	"Male"	"M"	237651
	"0-4 years"	"0-4"	"Maryland"	"24"	"2021"	"2021"	"Female"	"F"	231252
	"0-4 years"	"0-4"	"Maryland"	"24"	"2021"	"2021"	"Male"	"M"	238706
	"0-4 years"	"0-4"	"Maryland"	"24"	"2022"	"2022"	"Female"	"F"	232139
	"0-4 years"	"0-4"	"Maryland"	"24"	"2022"	"2022"	"Male"	"M"	239561
	"0-4 years"	"0-4"	"Maryland"	"24"	"2023"	"2023"	"Female"	"F"	232877
	"0-4 years"	"0-4"	"Maryland"	"24"	"2023"	"2023"	"Male"	"M"	240252
	"0-4 years"	"0-4"	"Maryland"	"24"	"2024"	"2024"	"Female"	"F"	233517
	"0-4 years"	"0-4"	"Maryland"	"24"	"2024"	"2024"	"Male"	"M"	240831
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2013"	"2013"	"Female"	"F"	198134
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2013"	"2013"	"Male"	"M"	207016
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2014"	"2014"	"Female"	"F"	199206
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2014"	"2014"	"Male"	"M"	208128
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2015"	"2015"	"Female"	"F"	200366
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2015"	"2015"	"Male"	"M"	209336
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2016"	"2016"	"Female"	"F"	201535
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2016"	"2016"	"Male"	"M"	210558
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2017"	"2017"	"Female"	"F"	202765
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2017"	"2017"	"Male"	"M"	211832
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2018"	"2018"	"Female"	"F"	204023
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2018"	"2018"	"Male"	"M"	213138
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2019"	"2019"	"Female"	"F"	205290
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2019"	"2019"	"Male"	"M"	214459
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2020"	"2020"	"Female"	"F"	206531
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2020"	"2020"	"Male"	"M"	215756
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2021"	"2021"	"Female"	"F"	207693
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2021"	"2021"	"Male"	"M"	216965
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2022"	"2022"	"Female"	"F"	208749
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2022"	"2022"	"Male"	"M"	218036
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2023"	"2023"	"Female"	"F"	209630
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2023"	"2023"	"Male"	"M"	218953
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2024"	"2024"	"Female"	"F"	210328
	"0-4 years"	"0-4"	"Massachusetts"	"25"	"2024"	"2024"	"Male"	"M"	219653
	"0-4 years"	"0-4"	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	339198
	"0-4 years"	"0-4"	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	356276
	"0-4 years"	"0-4"	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	340187
	"0-4 years"	"0-4"	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	357207
	"0-4 years"	"0-4"	"Michigan"	"26"	"2015"	"2015"	"Female"	"F"	340361
	"0-4 years"	"0-4"	"Michigan"	"26"	"2015"	"2015"	"Male"	"M"	357304
	"0-4 years"	"0-4"	"Michigan"	"26"	"2016"	"2016"	"Female"	"F"	340034
	"0-4 years"	"0-4"	"Michigan"	"26"	"2016"	"2016"	"Male"	"M"	356860
	"0-4 years"	"0-4"	"Michigan"	"26"	"2017"	"2017"	"Female"	"F"	339255
	"0-4 years"	"0-4"	"Michigan"	"26"	"2017"	"2017"	"Male"	"M"	355949
	"0-4 years"	"0-4"	"Michigan"	"26"	"2018"	"2018"	"Female"	"F"	338143
	"0-4 years"	"0-4"	"Michigan"	"26"	"2018"	"2018"	"Male"	"M"	354690
	"0-4 years"	"0-4"	"Michigan"	"26"	"2019"	"2019"	"Female"	"F"	336777
	"0-4 years"	"0-4"	"Michigan"	"26"	"2019"	"2019"	"Male"	"M"	353158
	"0-4 years"	"0-4"	"Michigan"	"26"	"2020"	"2020"	"Female"	"F"	335231
	"0-4 years"	"0-4"	"Michigan"	"26"	"2020"	"2020"	"Male"	"M"	351429
	"0-4 years"	"0-4"	"Michigan"	"26"	"2021"	"2021"	"Female"	"F"	333583
	"0-4 years"	"0-4"	"Michigan"	"26"	"2021"	"2021"	"Male"	"M"	349586
	"0-4 years"	"0-4"	"Michigan"	"26"	"2022"	"2022"	"Female"	"F"	331859
	"0-4 years"	"0-4"	"Michigan"	"26"	"2022"	"2022"	"Male"	"M"	347661
	"0-4 years"	"0-4"	"Michigan"	"26"	"2023"	"2023"	"Female"	"F"	330132
	"0-4 years"	"0-4"	"Michigan"	"26"	"2023"	"2023"	"Male"	"M"	345742
	"0-4 years"	"0-4"	"Michigan"	"26"	"2024"	"2024"	"Female"	"F"	328495
	"0-4 years"	"0-4"	"Michigan"	"26"	"2024"	"2024"	"Male"	"M"	343898
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2013"	"2013"	"Female"	"F"	189052
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2013"	"2013"	"Male"	"M"	198953
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2014"	"2014"	"Female"	"F"	191506
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2014"	"2014"	"Male"	"M"	201501
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2015"	"2015"	"Female"	"F"	193564
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2015"	"2015"	"Male"	"M"	203636
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2016"	"2016"	"Female"	"F"	195275
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2016"	"2016"	"Male"	"M"	205407
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2017"	"2017"	"Female"	"F"	196671
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2017"	"2017"	"Male"	"M"	206833
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2018"	"2018"	"Female"	"F"	197760
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2018"	"2018"	"Male"	"M"	207940
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2019"	"2019"	"Female"	"F"	198593
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2019"	"2019"	"Male"	"M"	208783
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2020"	"2020"	"Female"	"F"	199190
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2020"	"2020"	"Male"	"M"	209372
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2021"	"2021"	"Female"	"F"	199579
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2021"	"2021"	"Male"	"M"	209779
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2022"	"2022"	"Female"	"F"	199821
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2022"	"2022"	"Male"	"M"	210029
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2023"	"2023"	"Female"	"F"	199986
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2023"	"2023"	"Male"	"M"	210181
	"0-4 years"	"0-4"	"Minnesota"	"27"	"2024"	"2024"	"Female"	"F"	200122
